"tag","ja","aliases"
"furry","ケモノ,獣人,メスケモ,トリケモ,オスケモ,獣化,猫人,ケモロリ,ケモショタ,ファーソナ","ケモノ,獣人,メスケモ,トリケモ,オスケモ,獣化,猫人,ケモロリ,ケモショタ,ファーソナ"
"futanari","ふたなり,双成り,フタナリ,ふたなり化,ぬえちんぽ","ふたなり,双成り,フタナリ,ふたなり化,ぬえちんぽ"
"garter_straps","ガーターベルト","ガーターベルト"
"gauntlets","ガントレット","ガントレット"
"gem","宝石","宝石"
"genderswap","性転換,ショタ化,東方ショタ化,性転人格","性転換,ショタ化,東方ショタ化,性転人格"
"genderswap_(mtf)","女体化","女体化"
"genshin_impact","原神,原神project,gnsnプラス,gnsn夢","原神,原神project,gnsnプラス,gnsn夢"
"girls'_frontline","少女前線,少女戦線,ドールズフロントライン,ドルフロ,銃を持った戦術人形,戦術人形","少女前線,少女戦線,ドールズフロントライン,ドルフロ,銃を持った戦術人形,戦術人形"
"girls_und_panzer","ガールズ&パンツァー,ガルパン,ガールズアンドパンツァー,ガールズパンツァー,ガールズ&パンツァー最終章,ガルパンはいいぞ,ガルパンイラスト再投稿企画,ガルパンバレンタインイラスト投稿企画,ガルパンクリスマスイラスト投稿企画,ガルパン最終章カウントダウンイラスト投稿企画,ガールズ&パンツ,ガールズ&モーター","ガールズ&パンツァー,ガルパン,ガールズアンドパンツァー,ガールズパンツァー,ガールズ&パンツァー最終章,ガルパンはいいぞ,ガルパンイラスト再投稿企画,ガルパンバレンタインイラスト投稿企画,ガルパンクリスマスイラスト投稿企画,ガルパン最終章カウントダウンイラスト投稿企画,ガールズ&パンツ,ガールズ&モーター"
"glasses","眼鏡,眼鏡っ娘,メガネ,めがね,伊達眼鏡","眼鏡,眼鏡っ娘,メガネ,めがね,伊達眼鏡"
"goggles","ゴーグル","ゴーグル"
"grabbing_another's_breast","乳鷲掴み,乳揉み,背後から胸揉み,後ろから乳揉み,服の中で乳揉み,肩を組んで乳揉み","乳鷲掴み,乳揉み,背後から胸揉み,後ろから乳揉み,服の中で乳揉み,肩を組んで乳揉み"
"gradient_hair","グラデ髪,グラデヘアー","グラデ髪,グラデヘアー"
"granblue_fantasy","グランブルーファンタジー,グラブル,グラ腐ル","グランブルーファンタジー,グラブル,グラ腐ル"
"grass","草","草"
"green_hair","緑髪","緑髪"
"grey_eyes","灰色の瞳","灰色の瞳"
"grin","輝く白い歯","輝く白い歯"
"groin","鼠蹊部,またすじ,恥丘,鼠径部","鼠蹊部,またすじ,恥丘,鼠径部"
"gun","銃","銃"
"gundam","ガンダム,ガンダムシリーズ,ウマ娘ガンダムダービー","ガンダム,ガンダムシリーズ,ウマ娘ガンダムダービー"
"gym_uniform","体操服,体操着,襟付きジップアップ体操服,体育着","体操服,体操着,襟付きジップアップ体操服,体育着"
"hairband","カチューシャ,ヘアバンド,ヘッドドレス,猫耳カチューシャ","カチューシャ,ヘアバンド,ヘッドドレス,猫耳カチューシャ"
"hairclip","髪留め","髪留め"
"hair_bobbles","ヘアゴム","ヘアゴム"
"hair_flower","頭に花,花飾り","頭に花,花飾り"
"hair_intakes","インテーク","インテーク"
"hair_over_one_eye","片目隠れ,片目隠し","片目隠れ,片目隠し"
"hair_rings","飛仙髻,稚児髷","飛仙髻,稚児髷"
"hakama","袴","袴"
"hakama_skirt","行灯袴,女袴","行灯袴,女袴"
"hakurei_reimu","乳巫女,博麗霊夢,霊夢,青霊夢","乳巫女,博麗霊夢,霊夢,青霊夢"
"half-closed_eyes","半眼,半目,はんめ","半眼,半目,はんめ"
"half_updo","ハーフアップ,お嬢様結び","ハーフアップ,お嬢様結び"
"halloween","ハロウィン,ハロウィーン","ハロウィン,ハロウィーン"
"halo","天使の輪,天使の輪っか,ヘイロー,へいろー","天使の輪,天使の輪っか,ヘイロー,へいろー"
"halterneck","ホルターネック,ホルタートップ,ホルタービキニ","ホルターネック,ホルタートップ,ホルタービキニ"
"handgun","拳銃,ハンドガン,オートマチックピストル,マシンピストル","拳銃,ハンドガン,オートマチックピストル,マシンピストル"
"handjob","手コキ,乳首舐め手コキ,手袋コキ,オナホコキ,手コキッス,背後から手コキ","手コキ,乳首舐め手コキ,手袋コキ,オナホコキ,手コキッス,背後から手コキ"
"hand_in_own_hair","髪に手","髪に手"
"hand_on_own_chest","胸に手,心臓を捧げよ","胸に手,心臓を捧げよ"
"hand_on_own_hip","腰に手","腰に手"
"happy","ハッピー","ハッピー"
"happy_birthday","誕生日,お誕生日おめでとうございます,お誕生日おめでとうございます!","誕生日,お誕生日おめでとうございます,お誕生日おめでとうございます!"
"hatsune_miku","初音ミク,ミクの日,初音ミクイラスト","初音ミク,ミクの日,初音ミクイラスト"
"headband","鉢巻,ヘッドバンド","鉢巻,ヘッドバンド"
"headphones","ヘッドフォン,ヘッドホン,ヘッドホン娘,ヘッドホン男子","ヘッドフォン,ヘッドホン,ヘッドホン娘,ヘッドホン男子"
"headset","ヘッドセット,インカム","ヘッドセット,インカム"
"head_tilt","首傾げ","首傾げ"
"heart-shaped_pupils","目がハート,目にハート,ハート目","目がハート,目にハート,ハート目"
"helmet","ヘルメット,フルフェイス","ヘルメット,フルフェイス"
"heterochromia","オッドアイ,ヘテロクロミア,虹彩異色症","オッドアイ,ヘテロクロミア,虹彩異色症"
"high-waist_skirt","ハイウエストスカート,ハイウエストサスペンダースカート","ハイウエストスカート,ハイウエストサスペンダースカート"
"highleg","ハイレグ","ハイレグ"
"highleg_leotard","ハイレグレオタード","ハイレグレオタード"
"high_heels","ハイヒール","ハイヒール"
"high_heel_boots","ハイヒールブーツ","ハイヒールブーツ"
"high_ponytail","ハイポニーテール","ハイポニーテール"
"holding_hands","握り,ラブ握り","握り,ラブ握り"
"hololive","ホロライブ,ホロライブプロダクション,ホロライブゲーマーズ,ホロライブファンタジー,ホログラ","ホロライブ,ホロライブプロダクション,ホロライブゲーマーズ,ホロライブファンタジー,ホログラ"
"hololive_english","ホロライブEN","ホロライブEN"
"honkai_(series)","崩壊","崩壊"
"hood","頭巾","頭巾"
"hoodie","パーカー","パーカー"
"horns","角,角娘,角っ子,有角人,角っ娘","角,角娘,角っ子,有角人,角っ娘"
"horse_ears","馬耳","馬耳"
"horse_girl","馬娘,ウマ娘","馬娘,ウマ娘"
"hug","ハグ","ハグ"
"huge_breasts","爆乳","爆乳"
"idolmaster","アイドルマスター,アイマス","アイドルマスター,アイマス"
"idolmaster_cinderella_girls","アイドルマスターシンデレラガールズ,シンデレラガールズ,デレマス,モバマス","アイドルマスターシンデレラガールズ,シンデレラガールズ,デレマス,モバマス"
"idolmaster_shiny_colors","アイドルマスターシャイニーカラーズ,シャニマス,シャニエロ","アイドルマスターシャイニーカラーズ,シャニマス,シャニエロ"
"indoors","部屋,室内","部屋,室内"
"innertube","浮き輪,うきわ,浮輪","浮き輪,うきわ,浮輪"
"instrument","楽器","楽器"
"interlocked_fingers","手と手,ラブ握り","手と手,ラブ握り"
"izayoi_sakuya","巨乳長,十六夜咲夜,咲夜","巨乳長,十六夜咲夜,咲夜"
"japanese_clothes","和服","和服"
"jojo_no_kimyou_na_bouken","ジョジョの奇妙な冒険,ジョジョ,JOJO【腐】,ジョジョパロ,JOJO","ジョジョの奇妙な冒険,ジョジョ,JOJO【腐】,ジョジョパロ,JOJO"
"juliet_sleeves","ジュリエットスリーブ","ジュリエットスリーブ"
"katana","刀,日本刀,打刀,太刀","刀,日本刀,打刀,太刀"
"kemono_friends","けものフレンズ,けもフレ,けものフレンズぱびりおん,けものフレンズFESTIVAL,けものフレンズフェスティバル,けもフェス,けものフレンズ2,よこがおフレンズ,オリジナルフレンズ,オリフレ,長髪けもフレ,オトナけもフレ","けものフレンズ,けもフレ,けものフレンズぱびりおん,けものフレンズFESTIVAL,けものフレンズフェスティバル,けもフェス,けものフレンズ2,よこがおフレンズ,オリジナルフレンズ,オリフレ,長髪けもフレ,オトナけもフレ"
"kimono","着物,和服","着物,和服"
"kirisame_marisa","おっぱまりさ,霧雨魔理沙,魔理沙","おっぱまりさ,霧雨魔理沙,魔理沙"
"kiss","キス,口づけ,接吻,キスハメ,手コキッス","キス,口づけ,接吻,キスハメ,手コキッス"
"kneehighs","ハイソックス,ハイソ,黒ハイソックス,黒ハイソ,黒ハイ,白ハイソックス,白ハイソ,白ハイ,紺ハイソックス,紺ハイソ,紺ハイ","ハイソックス,ハイソ,黒ハイソックス,黒ハイソ,黒ハイ,白ハイソックス,白ハイソ,白ハイ,紺ハイソックス,紺ハイソ,紺ハイ"
"kneeling","跪く,膝立ち","跪く,膝立ち"
"knee_boots","ロングブーツ","ロングブーツ"
"knife","ナイフ","ナイフ"
"kochiya_sanae","さなぱい,東風谷早苗,早苗","さなぱい,東風谷早苗,早苗"
"komeiji_koishi","古明地こいし,こいし,古明地恋,病んだ恋の瞳","古明地こいし,こいし,古明地恋,病んだ恋の瞳"
"konpaku_youmu","魂魄妖夢,妖夢","魂魄妖夢,妖夢"
"lace","レース","レース"
"large_pectorals","雄っぱい","雄っぱい"
"leaf","葉,葉っぱ","葉,葉っぱ"
"leaning_forward","前屈み,前かがみ","前屈み,前かがみ"
"legs","足,美脚","足,美脚"
"leotard","レオタード","レオタード"
"licking","ペロペロ,舌責め","ペロペロ,舌責め"
"lifted_by_self","たくしあげ,たくし上げ,セルフスカートめくり,セルフスカート捲り","たくしあげ,たくし上げ,セルフスカートめくり,セルフスカート捲り"
"light_brown_hair","茶色髪,小麦色髪,淡褐色髪","茶色髪,小麦色髪,淡褐色髪"
"lingerie","ランジェリー,セクシーランジェリー","ランジェリー,セクシーランジェリー"
"lips","唇","唇"
"lipstick","カラーリップ,口紅","カラーリップ,口紅"
"loafers","ローファー","ローファー"
"loli","ロリ,ロリビッチ,ロリ妊婦,ペド,ロリフ,合法ロリ,おねロリ,ロリコン,ロリショタ,ケモロリ,ロリ陰毛,メスガキ,褐色ロリ,おにロリ,ロリ巨根,ロリサキュバス,幼女","ロリ,ロリビッチ,ロリ妊婦,ペド,ロリフ,合法ロリ,おねロリ,ロリコン,ロリショタ,ケモロリ,ロリ陰毛,メスガキ,褐色ロリ,おにロリ,ロリ巨根,ロリサキュバス,幼女"
"long_skirt","ロングスカート","ロングスカート"
"looking_back","見返り,振り返り,振り向き,振り向く,見返り美人","見返り,振り返り,振り向き,振り向く,見返り美人"
"love_live!","ラブライブ,ラブライブ!","ラブライブ,ラブライブ!"
"love_live!_school_idol_project","ラブライブ!SchoolIdolProject","ラブライブ!SchoolIdolProject"
"low_ponytail","ローポニーテール","ローポニーテール"
"low_twintails","おさげ,二つ結び","おさげ,二つ結び"
"lying","寝そべり,寝そべる,横臥,横になる,寝転がる,うつぶせ,うつ伏せ","寝そべり,寝そべる,横臥,横になる,寝転がる,うつぶせ,うつ伏せ"
"magical_girl","魔法少女,変身ヒロイン","魔法少女,変身ヒロイン"
"mahou_shoujo_madoka_magica","魔法少女まどか☆マギカ,まどマギ,まどかマギカ,まどか☆マギカ,魔法少女まどかマギカ","魔法少女まどか☆マギカ,まどマギ,まどかマギカ,まどか☆マギカ,魔法少女まどかマギカ"
"mahou_shoujo_madoka_magica_(anime)","魔法少女まどか☆マギカ,まどマギ,まどかマギカ,まどか☆マギカ,魔法少女まどかマギカ","魔法少女まどか☆マギカ,まどマギ,まどかマギカ,まどか☆マギカ,魔法少女まどかマギカ"
"maid","メイド,メイドさん,メイド少年,メイド服","メイド,メイドさん,メイド少年,メイド服"
"maid_headdress","ホワイトブリム","ホワイトブリム"
"makeup","化粧,メイク","化粧,メイク"
"mary_janes","ストラップシューズ,メリージェーン","ストラップシューズ,メリージェーン"
"mask","マスク,仮面,覆面,衛生マスク,サージカルマスク,防塵マスク,ガスマスク,面具,カラスマスク","マスク,仮面,覆面,衛生マスク,サージカルマスク,防塵マスク,ガスマスク,面具,カラスマスク"
"masturbation","オナニー,自慰,女オナニー,オナフェラ,オナバレ","オナニー,自慰,女オナニー,オナフェラ,オナバレ"
"mature_male","おじさん,オッサン,おっさん,オヤジ","おじさん,オッサン,おっさん,オヤジ"
"mecha","メカ,ロボット,オリメカ,オリロボ","メカ,ロボット,オリメカ,オリロボ"
"medium_hair","セミロング,ミディアムヘアー","セミロング,ミディアムヘアー"
"meme","海外ミーム,インターネットミーム,ミーム","海外ミーム,インターネットミーム,ミーム"
"messy_hair","くせ毛,ボサボサ,ボサ髪,寝癖,寝ぐせ","くせ毛,ボサボサ,ボサ髪,寝癖,寝ぐせ"
"microphone","マイク","マイク"
"micro_bikini","マイクロビキニ","マイクロビキニ"
"midriff","へそ出し,へそだし,ヘソ出し,腹チラ,腹部","へそ出し,へそだし,ヘソ出し,腹チラ,腹部"
"military","軍事,ミリタリー,軍用機,軍人","軍事,ミリタリー,軍用機,軍人"
"military_uniform","軍服","軍服"
"miniskirt","ミニスカ,ミニスカート,ミニスカ巫女,ミニスカポリス","ミニスカ,ミニスカート,ミニスカ巫女,ミニスカポリス"
"mob_cap","モブキャップ","モブキャップ"
"mole","ほくろ,ホクロ,痣","ほくろ,ホクロ,痣"
"mole_on_breast","乳ぼくろ","乳ぼくろ"
"mole_under_eye","泣きぼくろ,泣きボクロ,泣き黒子","泣きぼくろ,泣きボクロ,泣き黒子"
"mole_under_mouth","艶ぼくろ","艶ぼくろ"
"monster_girl","モンスター娘,魔物娘,人外娘,亜人","モンスター娘,魔物娘,人外娘,亜人"
"moon","月","月"
"mouth_hold","咥える,咥え髪留め,くわえたくしあげ","咥える,咥え髪留め,くわえたくしあげ"
